ETHICS_NUM,REP_NUM,COMNAME,EMAIL,STREET,CITY,STATE,ZIP,PHONE,EXT,AFFILIATION_ID,STMNT_OF_INTENT,PURPOSE,
"497319","22429","Stephens County Republican Committee","","RR 3 Box 80Q","Marlow","OK","73055","5804675225","","","y","To provide Republican candidates and ideals."
"597323","27630","Sun PAC","slming@comerica.com","1801 Market St Ste LL","Philadelphia","PA","19103","2483717268","","158","y","Federal PAC"
"297314","20688","SURE - Speak Up for Rural Electrification","wlangford@cottonelectric.com","PO Box 206","Temple","OK","73568","5808753351","","159","y","Members, friends and supporters for Rural Electrification"
"501019","6865","TDS Telecommunications Corp PAC (TDS Telecom)","","PO Box 5158","Madison","WI","53705-0158","6086644155","","160","","Political Action Committee."
"597326","21179","Teamsters Local 523 DRIVE Political Fund","","PO Box 1836","Tulsa","OK","74101","9185873358","","161","y","Special Interest Associated with labor organizations"
"201034","21764","TECH PAC","","PO Box 12188","Oklahoma City","OK","73157-2188","4058427977","","","y","Supporting issues encouraging the development of new technologies & econ"
"597328","20900","Terra Industries Inc. PAC (TerraPAC)","mkalafut@terraindustries.com","600 4th St","Sioux City","IA","51101","7122777211","","162","","To further the interests of Terra."
"497400","6869","Texas County Democratic Party","","RR 1 Box 25","Turpin","OK","73950","5808546649","","163","","To promote Democratic Party platform."
"497333","22314","Tri-City Republican Women's Club","dixgop@cox.net","4317 NW 57th St","Oklahoma City","OK","73112-1509","4059434538","","164","y","Promote ideals and candidates of Republican Party."
"297334","20871","Trinity Industries Employee PAC (TX) Inc","mike.mason@trin.net","2525 Stemmons Freeway","Dallas","TX","75207","2145898145","","165","y","Support political candidates with platforms or voting records supporting"
"497337","20904","Tulsa County Democratic Party","","3930 E 31st St","Tulsa","OK","74135","9187422457","","","y","Support Democrat candidates."
"497338","31137","Tulsa County Republican Committee","","PO Box 55014","Tulsa","OK","74155-1014","9185218575","","","y","Elect candidates"
"297339","22430","Tulsa Firefighters PAC","","1283 S Detroit","Tulsa","OK","74120","9185998176","","166","y","To elect firefighter friendly candidates."
"597375","21350","TWU of America Political Contributions Committee","","1700 Broadway 2nd Fl","New York","NY","10019","2122594900","","167","y","Support political candidates."
"598418","21180","United Association Political Education Committee","uapec@uanet.org","901 Mass Ave NW","Washington","DC","20001","2026285823","","168","","Make Political contributions in the United States"
"297341","20905","UAW Oklahoma PAC Council","unionhall@msn.com","2001 W Detroit Ste A","Broken Arrow","OK","74012-3616","9182512900","","","y","Labor Organization PAC"
"201013","6878","UICI PAC","","PO Box 12267","Oklahoma City","OK","73157-2267","4053021413","","","y","Accept contributions/make expenditueres to attempt to influence election"
"597346","21766","Union Pacific Corp. Fund for Effective Government","","600 13th St NW Ste 340","Washington","DC","20005","2026620100","","169","y","Financial Support to candidates for elective office."
"597342","22325","United Food & Commercial Workers Active Ballot Club","","1775 K St NW","Washington","DC","20006-1598","2022233111","","170","y","Labor PAC Independent Political Action Committee."
"298422","21351","United Steelworkers of America/OK Political & Legislature Committee","","6815 NW 10th St Ste 2","Oklahoma City","OK","74127","4054958303","","171","y","Support Candidates."
"597345","22327","UST Inc. Executives, Administrators and Managers PAC","jcajayon@usthq.com","100 W Putnam Ave","Greenwich","CT","06830","2032203612","","","y","Support candidates and committees dedicated to same principles as UST In"
"501024","21767","Voters on Issues, Candidates & Elections (VOICE PAC)","","PO Box 187","Stillwater","OK","74076","4053724822","","","","Promote Democratic Issues, candidates and causes."
"497354","23636","Washington County Democratic Party","wjschmidtjr@cableone.net","2625 Regency Rd","Bartlesville","OK","74006","9183338237","","172","y","Support Democratic Party candidates."
"597352","21768","Waste Management Employees Better Gov Fund of Okla","","601 Penn Ave NW Ste 300 North Bldg","Washington","DC","20004","2026283500","","173","y","Support candidates in Oklahoma State elections."
"500015","22525","Wells Fargo Financial Services Inc PAC","","800 Walnut St","Des Moines","IA","50309","5152432131","","174","y","General"
"599393","22332","Williams Companies, Inc. Political Action Committee, The","slming@comerica.com","1627 Eye St NW Ste 900","Washington","DC","20006","2483717268","","175","y","To support candidates for federal/state office."
"299403","21770","WIN PAC","","PO Box 12923","Oklahoma City","OK","73157-2923","9184561281","","176","y","Assist election of Democrats to Oklahoma House of Reps."
"202041","21773","Women's Leadership Fund PAC (WLF PAC)","","PO Box 12416","Oklahoma City","OK","73157-2416","4058427977","","","y","Recruiting, funding & electing quality women to Ok St Leg & other St Of"
"402023","20689","Woods County Democratic Party","","903 Locust Dr","Alva","OK","73717","5803273653","","","","Promote Democratic candidates."
"497361","21181","Woods County Republican Executive Committee","","PO Box 146","Alva","OK","73717","5803274997","","","y","To support activities of the Republican Party in Woods county Okla"
"497363","22434","Woodward County Republicans","","1503 6th St","Woodward","OK","73801","5802563611","","","","Educational"
"498432","6904","Woodward County Republican Women's Club","","67 Country Oaks","Woodward","OK","73801","5802568338","","","","Political fund raising."
"299406","23286","Working Oklahomans Alliance PAC","","PO Box 58008","Oklahoma City","OK","73157-8008","4052320555","","177","y","To promote the cause of working men and women."
"598433","25625","Zeneca Inc Political Action Committee","","1800 Concord Pike","Wilmington","DE","19850","3028867517","","180","","To support candidates on behalf of company employees."
"501007","22122","J.P. Morgan Chase & Co. PAC","","270 Park Ave 21st Fl","New York","NY","10017","2122700774","","181","y","To support federal, state & local candidates and committees."
"497041","23424","Cherokee County Democratic Central Committee","","901 S State Ave","Tahlequah","OK","74464","9184561078","","","y","Elect Democrats."
"597213","22410","Oklahoma Federation of Republican Women","mccollcpa@sbcglobal.net","901 N Redbud Terr","Mustang","OK","73064-4868","4053760001","","","y","Educate & Elect Republicans"
"597130","20849","Johnson & Johnson Employees' Good Government Fund","1ryanl@corus.jnj.com","1 JOHNSON & JOHNSON PLAZA","New Brunswick","NJ","08933","7325243726","","182","y","Support candidates whose philosophies support the interests of Johnson &"
"297388","21752","Oklahomans for Public Transit","","1140 NW 63rd St Ste 100","Oklahoma City","OK","73116","4058488989","","183","y","To promote public transit."
"297268","6977","Payne County Republican Women","hrshpile@brightok.net","14915 W 56th St","Mulhall","OK","73063","4057476370","","","y","To promote conservative values."
"402049","23225","Pittsburg County Central Committee","","PO Box 30","Alderson","OK","74522","9182973172","","184","y","Elect Demorats in Pittsburg County"
"204006","23904","Future Freedom for Oklahoma","","PO Box 2462","Ardmore","OK","73402","5802232365","","","y","Support conservative candidates to Oklahoma office."
"204007","23024","Lawton Local 1882 Fire PAC","","PO Box 1255","Lawton","OK","73505","5803558119","","185","y","Political action and voter education."
"204008","25584","A Positive Solution","","PO Box 3003","Broken Arrow","OK","74013","9182515335","","186","y","Promote positive solutions for Oklahoma."
"204009","21572","Unit Corporation Political Action Committee","mark.schell@unitcorp.com","7130 S Lewis","Tulsa","OK","74136","9184771000","","187","y","Support candidates favvoring energy industry."
"497330","21304","Congressional District 3 Democratic Party","","1403 N 2nd St","Perry","OK","73077","5803365939","","188","y","Support Democrats running for office."
"497254","6986","Okmulgee County Democratic Party","","1512 S 4th St","Henryetta","OK","74437","9186523835","","","y","Support of the State of National Democaritc Party."
"397001","20887","Citizens for Library Support","","PO BOx 1643","Oklahoma City","OK","73101","4057218829","","","","Support ballot measurea for library issued."
"399001","21114","Oklahoma Coalition Against Cockfighting","","PO Box 780378","Oklahoma City","OK","73178-0378","4054785128","","","y","Ban cockfighting"
"397006","6990","Oklahomans for Property Tax Relief","amy.wilson@okfb.org","2501 N Stiles","Oklahoma City","OK","73105","4055232309","","","","To support passage of SQ's 675, 676 & 677."
"599416","21868","BP Corporation North America Inc PAC","strachlg@bp.com","4101 Winfield Rd 106D","Warrenville","IL","60555","6308213210","","189","y","General Purpose multi-candidate PAC."
"297376","29511","Cox Communications Oklahoma PAC Fund","","6301 Waterford Blvd Ste 200","Oklahoma City","OK","73118","4052865204","","","y","Telecommunications Issues."
"497112","22056","Garfield County Republican Women's Club","","PO BOx 603","Enid","OK","73702-0603","5802342021","","","y","To support Republican Party."
"497144","21318","Lincoln County Democrat Women's Club","","PO Box 126","Chandler","OK","74834","4052581264","","","","Inform the public and assist candidates."
"297171","29994","Nat'l Federation of Independent Bus/Okla Save America's Free Enterpr","kipp.maloney@nfib.org","1201 F St NW Ste 200","WASHINGTON","DC","20004","2025549000","","190","y","Support/oppose candidates who are/are not effective advocates of small B"
"297235","22229","Oklahoma Retired Educators' Fund","","323 E Madison St","Oklahoma City","OK","73105","4055234374","","191","","Support legislative candidates."
"298402","7001","ProAg PAC","proagsl@ptsi.net","PO Box 317","Guymon","OK","73942","5804683660","","","","Promote agriculture."
"503008","7002","Syntroleum Corporation PAC","","4322 S 49th W Ave","Tulsa","OK","74107","9185927900","","","","Support Candidates"
"202052","7003","Tuesday Caucus of Cleveland County Democratic Party","kengross@netzero.com","724 Jona Kay Ter","Norman","OK","73069","4053218920","","","y","To help elect Democrats to office."
"497294","7004","Tulsa County Republican Women's Club","","11514 S Mulberry Ln","Jenks","OK","74037","9185965831","","","","Support Candidates."
"204010","21871","Capitol Republican PC","gdennis@cox.net","1012 Blue Ridge Dr","Edmond","OK","73003-4645","4056428183","","","y","To raise money for candidates."
"504002","7006","Hoffmann La Roche Good Government Committee","","340 Kingsland St","Nutley","NJ","07110-1199","9735622089","","192","y","To support candidates for elective office."
"297174","22194","Noble County Democrat Central Committee","","614 Marchbanks St","Perry","OK","73077","5805729428","","","","Support State candidates."
"297159","23624","McClain County Democratic Central Committee","yobybbag@aol.com","507 S Main","Blanchard","OK","73010","4055174130","","","","Support Democratic Party."
"497275","30387","Pontotoc County Democrat Central Committee","","16365 County Rd 1562","Ada","OK","74820","5804363602","","193","y","Organize local precints for voters."
"297365","7289","Young Democrats of Oklahoma","josh10-@hotmail.com","PO Box 2715","Oklahoma City","OK","73105","4055903133","","","y","To inform young voter and assist candidates."
"297262","20687","Oklahomans for Better Housing","mikem@shba.org","917 NE 63rd St","Oklahoma City","OK","73105","4058435579","","","y","Support candidates."
"297253","22423","Oklahomans for Jobs & Economic Growth","","20 E 5th St #1500","TULSA","OK","74103-4812","9185821320","","","","Support candiates."
"597256","29204","ONEOK Inc Employee Political Action Committee","david.hudson@oneok.com","100 W Fifth St","Tulsa","OK","74103","9185887162","","","y","Special interest for natural gas and petroleum industry & other business"
"497277","25232","Pottawatomie County Democratic Central Committee","loriemcmahan@netscape.net","PO Box 3033","Shawnee","OK","74804","4055986875","","145","y","Provide forum & assistance to Democratic candidates."
"201011","22243","PRO OK PAC","","PO Box 85","Burbank","OK","74633","9186485308","","","y","To promote Oklahoma Values."
"203001","9221","Pro-Active Political Awareness PAC","","1633 NE 47th St","Oklahoma City","OK","73111","4054271513","","","y","Voter registration, information & education."
"297282","21173","Progress for Oklahomans","pace5857@sbcglobal.net","1202 W Ponca","Ponca City","OK","74601","5807621112","","146","y","Support or oppose candiates and or state questions."
"202036","6833","Progressive Alliance Political Action Committee","","PO Box 54404","Oklahoma City","OK","73104","4058402219","","","y","To influence the election of progressive individuals."
"297280","29404","PRO - PAC","","PO Box 780423","Oklahoma City","OK","73178","4057731174","","","y","Support Pro Business Legislators."
"298419","22305","Radiology Political Action Committee","1white@okoha.com","PO Box 2534","Oklahoma City","OK","73101-2535","4058338173","","148","y","To support or oppose candidates for state office."
"202038","22530","Redlands Republican Womens Club","","1032 Royal Ln","Yukon","OK","73099","4056317656","","149","","Help women become better informed and active politically."
"597286","22428","Reform Party of Oklahoma","deejj@pldi.net","PO Box 773","Tipton","OK","73570","5806675774","","","","Support Candidates."
"201012","22307","The Republican Business Council","","120 N Robinson Ste 2200","Oklahoma City","OK","73102","4052328131","","","y","To fund state and local elections."
"597284","22304","RJ Reynolds PAC; Reynolds American Inc.","","PO Box 718","Winston-Salem","NC","27102","3367412487","","150","y","Support federal and state candidates."
"597288","6841","Republican Majority Fund","bwbonfiglio@wms-jen.com","1155 21st St NW Ste 300","Washington","DC","20036","2026598201","","","y","Contribute to Republican Candidates."
"497291","20870","Republican Party of Pottawatomie County","","2703 Northridge Rd","Shawnee","OK","74804","4052735376","","151","y","Promote Rerpublican (conservative) values, principals and candidates"
"497296","6843","Roger Mills County Republican Committee","","Rt 1 Box 138","Cheyenne","OK","73628","5804972497","","","","To support local candidates & state party."
"497297","26224","Rogers County Democratic Party","","18116  E 96th St N","Owasso","OK","74055","9182724056","","","y","Support candidates"
"497298","31944","Rogers County Republicans","","PO Box 2263","Claremore","OK","74018","9183411930","","","y","To promote Republican ideals in Rogers county."
"500017","6846","Royal Indemnity Company Voluntary PAC","jeff_klein@rsausa.com","9300 Arrowpoint Blvd","Charlotte","NC","28273","7045223141","","152","y","Multi purpose committee."
"597299","21348","Seaboard Corporation PAC","","9000 W 67th St","Shawnee Mission","KS","66202","9136775200","","","","Support corporate interests."
"497060","22349","Comanche County Republican Party","jorjaw@sbcglobal.net","PO BOX 705","LAWTON","OK","73502","5803571116","","","y","Support Republican."
"299413","21476","Advancing Oklahoma PAC","","PO BOX 12188","OKLAHOMA CITY","OK","73157-2188","4058427977","","41","y","To help in the election of members to the state legislature whose polic"
"597005","25605","Allstate Insurance Company PAC","molson3@allstate.com","2775 Sanders Rd Ste A5","Northbrook","IL","60062","8474026575","","42","y","Support various Federal and state candidates."
"598441","21478","Anadarko Petroleum Corporation PAC","al.richey@anadarko.com","1201 Lake Robbins Dr","The Woodlands","TX","77380-1160","8326361000","","43","","Support candidates and committees that uphold same principles as PAC"
"297016","22765","Bartlesville Professional Fire Fighters","","PO Box 1336","Bartlesville","OK","74005","9183384091","","44","","Support candidates"
"502027","22024","Dominion PAC","slming@comerica.com","PO Box 2666","Richmond","VA","23261","2483717268","","45","y","Political Action Committee."
"597264","22025","Duke Energy Corp. PAC","","422 S Church St, PB04R","Charlotte","NC","28201","7043822666","","46","y","Participation in the political process."
"400013","22771","Eastern Oklahoma County Republican Women's Forum","","4400 SE 13th St","Del City","OK","73115","4056726691","","","","Educate and elect Republicans"
"597091","22027","Eli Lilly & Company PAC","","Lilly Corporate Center","Indianapolis","IN","46285","3172762000","","48","y","Financial support various federal and state candidates for elective offi"
"297095","21309","Farmers Employee & Agent Political Action Committee","dbryant@farmersagent.com","2575 E Skelly Dr","TULSA","OK","74105","9184951411","","49","y","Contribute in elective process at state level of government."
"497104","29346","Fourth Congr Dist Demo Party of Oklahoma","douglowry@sbcglobal.net","5350 NW Columbia","LAWTON","OK","73505","5805126730","","","y","Elect Democrats to office."
"297389","21310","Fund For Oklahoma's Future","","PO Box 13300","Oklahoma City","OK","73113-1300","4058434294","","","y","Support candidates for responsible consevative government."
"597109","23639","Garfield County Democratic Central Committee","pierceandjanet@hotmail.com","109 S Jane Ln","Enid","OK","73703","5802333604","","","y","Organize & Co-ordinate Democratic Activities."
"599414","22789","Garfield  County Democratic Women's Club","hsherman@enid.com","1820 Surrey Ln","Enid","OK","73703","5802347034","","","y","Unite Democrats in ther election of candidates."
"299400","22057","Gas and Oil PAC","okmoga@okmoga.com","6701 N Broadway Ste 300","Oklahoma City","OK","73116","4058435741","","50","y","Provide campaign contributions to candidates for local & state office"
"499412","23185","Haskell County Republican Party","skpvhouse@hotmail.com","31155 W Hwy 31","Kinta","OK","74552","9184694558","","","","Promote Republican Party"
"297058","21126","Oklahoma HCA Hospitals PAC","jim.watson@hcahealthcare.com","PO Box 26307","Oklahoma City","OK","73126","4052715911","","51","y","Formed as a means for employees to impact healthcare issues."
"497123","22472","Helen Cole Republican Women's Club","","11705 Price Dr","Oklahoma City","OK","73170","4053610803","","52","y","Educate, enlist & elect Republicans/Republican philosophy."
"297126","21099","Hunters of Okla United for Nighttime Democracy","","211 N Robinson Ste 600","Oklahoma City","OK","73102","4052397046","","53","y","Contributions"
"598405","22825","Ironworkers Political Action League","tpolucha@iwintl.org","1750 New York Ave NW","Washington","DC","20006","2023834881","","54","y","Promote the interest of working people."
"497136","23480","Kay County Republican Committee","pioneer@hit.net","PO Box 2271","Ponca City","OK","74602","5804483817","","55","y","Support candidates for office."
"497145","20673","Lincoln County Republican Party Campaign","","8497 N 41st St","Chandler","OK","74834","4052585356","","","y","Support candidates."
"497146","4815","Lincoln County Republican Women","haufer001@aol.com","RT 2 Box 249","MCLOUD","OK","74851","4059642925","","","","Educate and elect republicans."
"497150","21322","Lynn Lane Republican Women's Club","genevajcd@aol.com","5987 S 76th E Ave","Tulsa","OK","74145-9336","9186639524","","","","Inform and support Republican Women Candidates."
"597154","20889","Marathon Oil Company Employees PAC","","539 S Main St","Findlay","OH","45840","4194222121","","","y","Federal multi-candidate political committee to participate in federal, s"
"497166","31665","Muskogee County Republican Party","","3412 Hyde Park Ave","Muskogee","OK","74403","9186822978","","","y","Support Candidates"
"297168","21102","NEOLC Committee on Political Education","","123 W 11th St Ste 102","Tulsa","OK","74119","9188328128","","57","y","Promote or support state candidates."
"497176","23187","Noble County Republican Central Committee","connelly.wade@sbcglobal.net","1905 Eagle Lane","Perry","OK","73077","5803855156","","","y","Suppoort Republican party in state and county."
"597177","6945","Noble County Republican Women (NCRW)","","PO Box 88","Billings","OK","74630-0088","5807253424","","58","y","Elect Republican candidates; political education; activities."
"597169","21103","NRA Political Victory Fund","resmith@nrahq.org","11250 Waples Mill Rd","Fairfax","VA","22030","7032671152","","59","y","Support candidates."
"297215","22215","Okla Fire PAC (OK FIREPAC)","okproff@swbell.net","6103 Melrose Ln","Oklahoma City","OK","73127","4057890061","","60","y","State labor union."
"297193","20891","Okla Assn of Insurance Agents PAC (OAIA)","malinda@iiaok.com","PO Drawer 18428","Oklahoma City","OK","73154-0428","4058404426","","61","y","Issues and candidates"
"298394","21105","Okla Assn of Youth Services PAC","vcraig@coxinet.net","201 NE 50th St","Oklahoma City","OK","73105","4055284120","","62","y","Support children's issues."
"497205","20893","Okla County Demo Party","","4100 N Lincoln Blvd","Oklahoma City","OK","73105","4057210301","","","y","Support & Elect Democrats"
"297219","22216","Okla Independent Energy PAC (OKIE PAC)","","3555 NW 58th St Ste 400","Oklahoma City","OK","73112","4059422334","","63","y","To support candidates for the Oklahoma State Legislature."
"597216","23026","Okla Grocers Assn PAC","","PO Box 18716","Oklahoma City","OK","73154-0716","4055259419","","64","","Political contributions."
"297221","20862","Okla Malt-PAC","","PO Box 2306","Oklahoma City","OK","73101-2306","4058432337","","65","y","Support candidates for elected office in the state senate and house."
"297222","20894","Okla Manufactured Housing - PAC","mhao@mhao.org","6400 S Shields Blvd","Oklahoma City","OK","73149","4056345050","","66","y","Support candidates for affordable housing."
"297228","20685","Oklahoma Osteopathic PAC","","4848 N Lincoln Blvd","Oklahoma City","OK","73105-3335","4055284848","","67","y","Advance the interests of Osteopathic Medicine."
"297233","22413","Okla Restaurant Assn PAC","","300 N Portland","Oklahoma City","OK","73112-2948","4059428181","","68","y","tREADE Association PAC to suport pro-business candidates campaigns"
"297234","5328","Okla Retail Action Committee PAC","","2519 NW 23rd St Ste 200","Oklahoma City","OK","73107","4059475503","","","","Political Action Committee"
"297239","20863","Okla Society of Anesthesiologists PAC","ckamas@swbell.net","9001 Henley Ave","Oklahoma City","OK","73131","4054783221","","69","y","Support or oppose candidates for office."
"297240","20864","Okla State AFL-CIO Political Action Fund","okaflcio@okaflcio.org","501 NE 27th St","Oklahoma City","OK","73105-4213","4055282409","","70","y","Special Interest - Labor"
"298423","22235","Okla State Building and Construction Trades PAC","jimmy@awlocal94.com","5350 S Western Ave Ste 217","Oklahoma City","OK","73109","4056326767","","71","y","Supoporting candidates for open government."
"297242","21340","OSCCI - PAC","","330 NE 10th St","Oklahoma City","OK","73104","4052353669","","72","y","Support candidates who support the private enterprise system"
"297243","22524","Okla State Council of Machinists PAF","111461@valornet.com","35900 Highway 51-B","Porter","OK","74454","9184830171","","73","y","To promote state candidates."
"200018","25786","Oklahoma Thoroughbred Association PAC","www.otawins.com","2000 SE 15th Bldg 450-A","Edmond","OK","73013","4053301006","","74","y","Promoting Thoroughbred Racing & Breeding"
"297378","20865","Okla Trucking Association PAC","","PO Box 14620","Oklahoma City","OK","73113","4058439488","","75","y","Support the trucking industry in Oklahoma."
"297249","21751","Okla Veterinary PAC","chelwig@okdvm.org","PO Box 14521","Oklahoma City","OK","73113","4054781002","","76","y","Support candidates"
"497255","27964","Okmulgee County Republican Committee","nitram33@earthlink.net","1701 N Okmulgee","Okmulgee","OK","74447","9187563324","","","y","Support Republican candidates."
"497260","21342","Ottawa County Republican Party","","10101 S 593 Rd","Miami","OK","74354","9185428850","","","","Support candidates."
"597349","20868","Paper, Allied-Industrial, Chemical & Energy Workers Intl Union","bcarter@pacevoice.org","PO Box 1475","Nashville","TN","37211","6158348590","","","","Support state candidates."
"597269","22241","Pfizer Inc PAC","","235 E 42nd St","New York","NY","10017","2125731265","","77","y","Multicandidate."
"497271","31666","Pittsburg County Republicans","bigred@direcway.com","PO Box 3683","McAlester","OK","74502","9184238220","","","","All legal activities."
"497272","22242","Pittsburg County Republican Women","","PO Box 1357","Krebs","OK","74554","9184230439","","","y","Promote Republican party ideals & community service."
"297283","22427","Promoters of Private Enterprise","cmorgan@naico.com","1010 Manvel Ave","Chandler","OK","74834","4052584377","","","y","Promoting private awareness of the benefits of freely developed private"
"297285","21175","REALTORS PAC of Oklahoma","charla@oklahomarealtors.com","9807 N Broadway","Oklahoma City","OK","73114","4058489944","","78","y","Real estate industry PAC."
"204011","23966","IAFF FIREPAC Non-Federal","jberigan@iaff.org","1750 New York Avenue, NW","Washington","DC","20006","2027378484","","79","y","To elect candidates who support fire fighters."
"299392","21090","CCOSA - PAC (Cooperative Council Okla School Admin)","ccso@ccosa.org","2901 N Lincoln Blvd","Oklahoma City","OK","73105","4055241191","","","y","Support for public schools and school administrators in Leg."
"597370","6494","COLPAC the PAC of Colonial Life & Accidental Ins Company","","1200 Colonial Life Blvd","Columbia","SC","29202","8037987000","","96","","Support political parties & candidates for election to fed, state & loca"
"202057","21973","Committee for the Inauguration & Transition of Gov Brad Henry","ctp@okccpa.com","2601 NW Expwy Ste 200 W","Oklahoma City","OK","73112","4052862686","","","y","See Attachment"
"497067","28764","Creek County Democratic Party","","741 N Ross","Sapulpa","OK","74066-3138","9182241839","","","y","Democratic Party Elections."
"497068","22356","Creek County Federation of Democratic Woman","","3900 W 91st St","Tulsa","OK","74132-3751","9182275058","","","","Encourage women toward full political participation."
"497069","30224","Creek County Republican Party","ccgop1@cox.net","600 Laury Lane","Sapulpa","OK","74066","9182245566","","","y","Political party activities in Creek County."
"297071","21980","Crowe & Dunlevy Political Action Committee, The","","20 N Broadway Ste 1800","Oklahoma City","OK","73102","4052357700","","","y","Preservation of the free enterprise and furtherance of good government i"
"497073","6500","Custer County Republican Women's Unit","","1716 Ridgeway","Weatherford","OK","73096-5832","5807728026","","","","To educate for State & Local Purposes."
"598420","21308","DRIVE-Democrat, Republican, Independent Voter Education","dbennett@teamsterl.org","25 Louisiana Ave NW","Washington","DC","20001","2026246905","","97","y","Dispense campaign contributions."
"202026","30385","Democratic Governors Association - Oklahoma","traxel@dga.net","1401 K St NW Ste 200","Washington","DC","20005","2027725600","","98","y","Support state and state legislative candidates."
"298425","22358","Democratic Legislative Campaign Committee","dlcc@dlcc.org","499 S Capitol St SW Ste 510","Washington","DC","20003","2024496740","","","","To promote Democratic candidates."
"297080","6505","Democratic Party for Comanche County","bettysimmons@aol.com","4745 SW 47th St","Lawton","OK","73501","5802483628","","","","Support candidates."
"502003","21092","Devon Energy Corporation Political Action Committee","dylan.waddle@dvn.com","20 N Broadway","Oklahoma City","OK","73102","4052284258","","100","y","Make both state and federal political contributions."
"497089","22029","Edmond Republican Women","willkj@aol.com","4242 St Croix Dr","Edmond","OK","73003-9139","4053301113","","","y","Promote political education."
"597374","23204","EMILY'S List - Oklahoma","cfines@emilylist.org","1120 Connecticut Ave NW Ste 1100","Washington","DC","20005","2023261400","","","y","To help elect pro-choice Democratic Women."
"597094","21095","Express Services Inc PAC","","8516 NW Expressway","Oklahoma City","OK","73162","4058405000","","","","Contribute to candidates for public office."
"497098","20840","First District Democratic Party","stra5354@aol.com","7204 Sleepy Hollow Dr","Tulsa","OK","74136-5627","9184965627","","","","Support state candidates."
"597207","26872","Democratic Party of Oklahoma","","4100 N Lincoln Blvd","Oklahoma City","OK","73105","4054273366","","","y","Support candidates."
"597381","6530","Ford Motor Company Civic Action Fund","","The American Road","Dearborn","MI","48121","3133229172","","101","","To solicit and expend voluntary & personal contributions."
"501022","22032","FPL PAC Florida Power & Light Co. Employees PAC","","700 Universe Blvd","Juno Beach","FL","33408","5616943528","","102","","Make expenditures to encourage election of candidates."
"297105","22031","Fourth District GOP","","3116 W Rock Creek #516","Norman","OK","73072","4053070339","","","y","To support Republican candidates fm 4th District."
"497106","6533","Frontier Country Republican Women","vferguson@cox.net","209 S English","Oklahoma City","OK","73160","4057930221","","","y","Support Republican candidates."
"203009","6534","Future Leaders Fund PAC","","PO Box 58148","Oklahoma City","OK","73157-8148","4052862686","","","y","To raise money to support future candidates."
"497111","22368","Garfield County Republican Party","","PO Box 1744","Enid","OK","73702","5802375820","","","y","Support candidates."
"297151","22394","Metropoliton Auto Dealers Association  PAC","madapeter@coxinet.net","1120 NW 63rd St Ste 109","Oklahoma City","OK","73116","4056070400","","103","y","Special Inuterest."
