REP_NUM,LUMP_AMOUNT,LUMP_DESC,LUMP_CODE,LUMP_PERSONS,LUMP_ID,LUMP_DATE,
"37677","9.41","Paypal online contribution","1","1","541","06-APR-06"
"37677","16.79","transfer from petty cash","1","1","531","24-APR-06"
"37677","40","Headquarters walk-in","1","2","530","28-APR-06"
"37677","88.2","Cornbread & Beans lunch","1","65","529","28-APR-06"
"37677","80","Cornbread & Beans lunch","1","61","528","21-APR-06"
"37677","53.75","Cornbread & Beans lunch","1","52","527","14-APR-06"
"37677","84","Cornbread & Beans lunch","1","62","526","07-APR-06"
"37677","44.12","Forum for Democratic Action","1","87","525","07-APR-06"
"37677","20","Forum for Democratic Action","1","54","524","01-JUN-06"
"37677","13","Headquarters walk-in","1","2","523","12-JUN-06"
"37677","76","Cornbread & Beans lunch","1","55","522","09-JUN-06"
"37677","91","Cornbread & Beans lunch","1","78","520","02-JUN-06"
"37677","5","Headquarters walk-in","1","1","519","28-JUN-06"
"37677","154","Cornbread & Beans lunch","1","76","518","16-JUN-06"
"37677","85.56","Cornbread & Beans lunch","1","85","517","23-JUN-06"
"37677","10","Headquarters walk-in","1","1","516","20-JUN-06"
"37677","14","Headquarters walk-in","1","1","515","27-JUN-06"
"37677","1","Headquarters walk-in","1","1","514","30-JUN-06"
"37677","102.66","Cornbread & Beans lunch","1","78","513","30-JUN-06"
"37677","67.22","Cornbread & Beans lunch","1","78","504","19-MAY-06"
"37677","36","Forum for Democratic Action","1","23","503","04-MAY-06"
"37677","69","Cornbread & Beans lunch","1","27","502","26-MAY-06"
"37677","60.43","Cornbread & Beans lunch","1","51","501","12-MAY-06"
"37677","26","Headquarters walk-in","1","2","500","11-MAY-06"
"37677","100","Cornbread & Beans lunch","1","70","499","05-MAY-06"
"38317","50","Less than $50","1","2","584","30-MAY-06"
"38322","20","cash","1","1","586","23-JUN-06"
"37590","694","$50 contributions or less","1","17","564","10-JUL-06"
"38338","490","cash contributions","1","10","592","08-JUN-06"
"38338","240","checks","1","7","591","08-JUN-06"
"40668","410","Group Donation","2","13","905","09-AUG-06"
"40676","94","$50 or less contributions","1","25","906","10-JUL-06"
"40679","300","6 individuals paying $50.00 by written instruments","1","6","907","17-AUG-06"
"40685","20","Contributions of $50 or less from individuals","1","1","931","07-AUG-06"
"40692","151","hoe-down","1","13","911","01-APR-05"
"40703","275","Contributions of $50 or less from individuals","1","10","919","01-AUG-06"
"40707","1343","Chili Lunch","1","270","921","02-FEB-06"
"40725","139","miscellaneous","1","15","928","16-JUN-06"
"40725","207.4","miscellaneous","1","20","927","05-JUL-06"
"40725","290.62","Arts & Crafts Show","1","10","926","01-APR-06"
"40726","108","Pass-the-Hat ","1","32","977","18-SEP-06"
"40726","96.07","Pass-the-Hat @ monthly meeting at Rodolpho's","1","25","929","10-AUG-06"
"40738","57.8"," ","1","3","1151","07-OCT-06"
"40740","960","contributors","1","40","930","22-JUL-06"
"40783","4385.58","payroll deductions","2","173","1021","13-OCT-06"
"40746","52","Contributions of $50 or less from individuals","2","16","932","06-AUG-06"
"40755","4630","Fashion Show Fundraiser","1","150","1200","30-SEP-06"
"40756","980","Less than $50 aggregate contributors during period","1","26","1149","23-OCT-06"
"40784","3295","Contributions $50 and under","1","126","1037","23-OCT-06"
"40788","355","$50 and Under","1","10","1192","23-OCT-06"
"40820","100","Cash","1","5","1100","17-OCT-06"
"40822","100","$50 and under","1","4","1185","23-OCT-06"
"35810","825","$50 or less Contributions","1","22","131","03-APR-06"
"35810","415","$50 or less Contributions","1","14","129","27-MAR-06"
"35919","104","Pass the Hat","1","40","128","09-MAR-06"
"35919","1309.07","Breyfest fundraiser","1","500","127","21-MAR-06"
"35919","115","Pass the Hat","1","46","126","09-FEB-06"
"35885","169","$50 or less contributions","1","9","54","31-JAN-06"
"35959","40.38","Contributions $50 or less","1","1","57","31-MAR-06"
"35949","315","$50 or less Contributions","1","13","55","31-MAR-06"
"35961","2168.83","$50 or less contributions","2","103","58","31-MAR-06"
"35972","243","Contributions less than $50 for 1st Quarter 2006","2","8","59","31-MAR-06"
"38355","1770","$50 or less contributions","1","52","596","10-JUL-06"
"38362","25173.28","$50 or less Contributions","1","973","598","10-JUL-06"
"38386","1500","Fundraising","1","40","595","10-JUL-06"
"38410","2576.95","$50 or less Contributions","1","76","607","10-JUL-06"
"38419","40.69","Contributions of $50 or less","1","1","597","10-JUL-06"
"38421","180","Contributions of $50 or less","1","4","600","10-JUL-06"
"38421","215","Contributions of $50 or less","1","5","599","10-JUL-06"
"38448","90","$50 or less Contributions","1","2","609","10-JUL-06"
"38458","15895","contributions to PAC from individual members","1","405","602","01-MAY-06"
"38464","875","$50 or less Contributions","1","21","603","10-JUL-06"
"38469","465","$50 or less","1","18","613","10-JUL-06"
"38477","100","$50 or less","1","6","605","10-JUL-06"
"38484","970","$50 or less Contributions","1","24","606","10-JUL-06"
"40833","10","Anonymous contribution w/no address","1","1","942","26-APR-06"
"40843","10","Anonymous contribution w/no address","1","1","943","26-APR-06"
"40853","10","Anonymous contribution w/no address","1","1","944","26-APR-06"
"40856","10","Anonymous contribution w/no address","1","1","945","26-APR-06"
"40871","200","Contributions $50 or Less","1","4","1057","23-OCT-06"
"40879","45","Contribution $50 or less","1","1","1019","11-OCT-06"
"40879","50","Contribution $50 or less","1","1","972","11-SEP-06"
"40879","175","Contribution $50 or less","1","4","971","06-SEP-06"
"40879","50","Contribution $50 or less","1","1","970","01-SEP-06"
"40879","50","Contribution $50 or less","1","1","962","21-AUG-06"
"40879","75","Contribution $50 or less","1","3","960","29-AUG-06"
"40879","50","Contribution $50 or less","1","1","959","24-AUG-06"
"40879","50","Contribution $50 or less","1","1","958","25-AUG-06"
"40879","25","Contribution $50 or less","1","1","957","21-AUG-06"
"40879","50","Contribution $50 or less","1","1","956","21-AUG-06"
"40879","50","Contribution $50 or less","1","1","955","21-AUG-06"
"40879","50","Contribution $50 or less","1","1","954","18-AUG-06"
"40879","50","Contribution $50 or less","1","1","953","15-AUG-06"
"40879","50","Contribution $50 or less","1","1","952","16-AUG-06"
"40879","25","Contribution $50 or less","1","1","950","13-AUG-06"
"40911","850","fundraiser mailout","1","23","1174","02-OCT-06"
"40948","1127","Barbecue for local and state candidates","1","87","1020","31-AUG-06"
"40962","259","10 Brayfest tickets + PCD Office Basket","1","11","1036","06-OCT-06"
"40962","100","Brayfest Tickets - cash","1","4","1035","11-OCT-06"
"40962","78","3 Brayfest tickets + PCD Office Basket","1","4","1034","12-OCT-06"
"40962","625","Brayfest tickes - cash","1","25","1033","13-OCT-06"
"40962","100","Brayfest tickets","1","4","1032","16-OCT-06"
"40962","266","Silent Auction - cash","1","15","1029","16-OCT-06"
"40962","27","PCD Office Basket","1","4","1028","18-OCT-06"
"40964","56","Cornbread & beans - weekly fundraiser","1","27","1018","20-OCT-06"
"40964","61","Cornbread & Beans-weekly fund raiser","1","48","1004","06-OCT-06"
"40964","64.34","walk-ins","1","19","1003","16-OCT-06"
"40964","70","Cornbread & Beans-weekly fund raiser","1","45","1001","13-OCT-06"
"40964","35","Precinct 82 monthly Fundraiser","1","36","1002","05-OCT-06"
"40964","82","Precinct 82 monthly Fundraiser","1","82","999","12-SEP-06"
"40964","223.51","walk-ins","1","27","998","30-SEP-06"
"40964","113.6","County Fair","1","50","997","12-SEP-06"
"40964","2302","Labor Day Picnic","1","300","996","04-SEP-06"
"40964","54","Cornbread & Beans-weekly fund raiser","1","51","995","29-SEP-06"
"40964","81","Cornbread & Beans-weekly fund raiser","1","44","994","22-SEP-06"
"40964","67","Cornbread & Beans-weekly fund raiser","1","55","993","15-SEP-06"
"40964","40","Cornbread & Beans-weekly fund raiser","1","40","992","08-SEP-06"
"40964","95","Cornbread & Beans-weekly fund raiser","1","65","991","01-SEP-06"
"40964","11","sale of promotional mdse","1","4","982","28-AUG-06"
"40964","108.78","Cornbread & Beans-weekly fund raiser","1","105","981","11-AUG-06"
"40964","103","Cornbread & Beans-weekly fund raiser","1","44","980","25-AUG-06"
"40964","166.75","Cornbread & Beans-weekly fund raiser","1","44","979","18-AUG-06"
"40964","43.5","sale of promotional mdse","1","9","978","14-AUG-06"
"35988","15","$50 or less contributions","2","1","60","31-MAR-06"
"35993","1728.15","Dues-Chili Dinner-Cup Action,Potatoe Bake-Ticket Sales","1","35","61","23-MAR-06"
"35994","467","Creek Co Fair Grounds","1","17","62","11-FEB-06"
"36002","237","$50 or less Contributions","1","24","63","31-MAR-06"
"36004","178","$50 or less Contributions","2","8","64","31-MAR-06"
"36010","647","out-of-state Contributors","2","13","65","31-MAR-06"
"36012","857.22","$50 or less Contributions","2","59","66","31-MAR-06"
"36018","375","$50 or less Contributions","1","27","67","31-MAR-06"
"36022","460","$50 or less Contributions","1","33","70","03-MAR-06"
"36023","24","$50 or less Contributions","2","4","71","31-MAR-06"
"36025","74","Donations from 3 Aents $25, $25, and $24","2","3","89","06-MAR-06"
"36025","960.15","HelpPoint Jeans Day","1","480","88","14-MAR-06"
"36025","678.25","HelpPoint Jeans days","1","286","87","21-FEB-06"
"36025","1237.5","Agent folio deductions","2","180","86","13-MAR-06"
"36025","1259.5","Agent Folio deductions","2","182","85","21-FEB-06"
"36025","1298.5","Agent folio deductions","2","184","84","11-JAN-06"
"36025","525.5","Jeans Days at HelpPoint","1","226","83","24-JAN-06"
"36025","1731.7","Jeans Days at HelpPoint","1","265","82","10-JAN-06"
"36025","357.5","FIG Employee deduction dep.","2","212","81","17-MAR-06"
"36025","360.5","FIG Employee deduction dep.","2","212","80","06-MAR-06"
"36025","816.41","FIG employee deposite","2","212","79","21-FEB-06"
"36025","359.76","Payroll deduction deposit Fig employees","2","212","78","31-JAN-06"
"36025","358.5","Payroll deduction deposit FIG employees","2","210","77","17-JAN-06"
"36029","40","$50 or less Contributions","1","4","72","31-MAR-06"
"36030","300","$50 or less Contributions","1","13","73","31-MAR-06"
"36031","11520.75","$50 or less Contributions","1","5760","74","31-MAR-06"
"36034","896","$50 or less Contributions from Committees","1","27","90","31-MAR-06"
"36034","247.5","$50 or less Contributions","1","54","75","31-MAR-06"
"36035","1343","Chili Lunch","1","270","76","02-FEB-06"
"36043","29286.33","INDIVIDUALS $50 OR LESS","1","979","95","31-MAR-06"
"36044","100","Tom Coburn assembly","1","4","93","22-MAR-06"
"36044","190","Intital organization  meeting","1","6","92","04-MAR-06"
"36081","183","$50 or less Contributions","1","45","94","31-MAR-06"
"36088","200","TOWNSEND FUNDRAISER","1","4","158","30-MAY-06"
"36089","30","fundraisers","1","1","98","31-MAR-06"
"36089","10","cash","1","1","97","16-MAR-06"
"36089","110","dues","1","11","96","31-MAR-06"
"36090","288","$50 or less Contributions","1","88","99","31-MAR-06"
"36098","75","$50 or less Contributions","1","3","100","31-MAR-06"
"36108","12716.43","$50 or less Contributions","1","7918","101","31-MAR-06"
"36120","119.09","$50 or less Contributions","1","5","102","31-MAR-06"
"36121","40.06","$50 or less Monetary Contributions from Committees","2","2","104","31-MAR-06"
"36121","1465.79","$50 or less Contributions","1","60","103","31-MAR-06"
"36131","100","$50 or less Contributions from Committees","1","3","109","31-MAR-06"
"36131","170","$50 or less Contributions","1","4","108","31-MAR-06"
"36125","78.68","$50 or less Contributions","1","2","105","31-MAR-06"
"36126","375","$50 or less Contributions","1","10","106","31-MAR-06"
"38589","535","$50 or less","1","12","611","10-JUL-06"
"38625","350","$50 or less","1","6","614","10-JUL-06"
"38656","2875","$50 or less","1","63","793","07-AUG-06"
"34075","99","sell shirts","1","9","2","13-OCT-05"
"36129","140","Payroll Deduction","2","3","107","31-MAR-06"
"36162","75","$50 or less Contribution","1","3","113","15-FEB-06"
"36162","25","$50 or less Contribution","1","1","112","01-MAR-06"
"36162","75","$50 or less Contributions","1","3","111","31-MAR-06"
"36190","50","Misc","1","2","110","20-JAN-06"
"36205","25","Check","1","1","115","28-JAN-06"
"36206","100","$50 or less Contributions","1","2","114","31-MAR-06"
"36208","75","$50 or less Contributions","1","2","118","31-MAR-06"
"36215","11","MCI Payroll Deductions","2","5","125","24-MAR-06"
"36215","11","MCI Payroll Deductions","2","5","124","10-MAR-06"
"36215","11","MCI Payroll Deductions","2","5","123","24-FEB-06"
"36215","21","MCI Payroll Deductions","2","6","122","10-FEB-06"
"36215","21","MCI Payroll Deduction","2","6","121","27-JAN-06"
"36215","93","MCI Payroll Deductions","2","10","120","13-JAN-06"
"36217","10","RECEPTION","1","1","446","02-JUN-06"
"36257","31","Pass-the-Hat @ June Monthly Meeting","1","22","205","09-JUN-06"
"36257","151","Cash from Silent Auction @ Diamond Donkey Gala","1","163","132","04-MAY-06"
"36264","4721.17","payroll deductions","2","152","359","07-JUL-06"
"38662","475","Contributions of $50 or less","1","10","617","10-JUL-06"
"38667","1371.5","Contributions of $50 or less","1","52","618","10-JUL-06"
"38685","1045","Contributions of $50 or less","1","21","621","10-JUL-06"
"38705","120","$50 or less","1","4","622","10-JUL-06"
"38713","50","Contributions of $50 or less","1","1","625","10-JUL-06"
"38723","139","miscellaneous","1","15","629","16-JUN-06"
"38723","207.4","miscellaneous","1","20","630","05-JUL-06"
"38723","290.62","Arts & Crafts Show","1","10","623","01-APR-06"
"38733","40","$50 oe less Contributions","1","2","626","10-JUL-06"
"38749","350","Contributions of $50 or less","1","8","628","10-JUL-06"
"38752","2355","$50 or less Contributions","1","61","631","10-JUL-06"
"38797","20","Contributions of $50 or less","1","1","632","10-JUL-06"
"38798","25","$50 or less contributions","1","1","633","10-JUL-06"
"38802","300","$50 or less contributions","1","6","634","10-JUL-06"
"34110","13","PPE123005","2","6","9","30-DEC-05"
"34110","13","PPE 121605","2","6","8","16-DEC-05"
"34110","13","PPE 120205","2","6","7","02-DEC-05"
