CONT_ID,CONT_NAME,BUSINESS_ACTIVITY,
"7380","GLAXOSMITHKLINE PAC","Pharma"
"7381","GLAXOSMITHKLINE PAC","Pharma"
"7382","GOLDEN RULE PAC","Insurance"
"7383","GOLDEN RULE PAC","Insurance"
"7384","OKLAHOMA MALT PAC","Trade Assoc."
"7385","OKLAHOMA MALT PAC","Trade Assoc."
"7392","FEAPAC OF OK","Insurance"
"7393","FEAPAC OF OK","Insurance"
"40711","BUTKIN  FOR STATE TREASURER",""
"796","JERRY SMITH FOR STATE SENATE",""
"797","VICTRE PAC",""
"649","OKLAHOMANS FOR SOUND INS INDUSTRY",""
"650","GENE STIPE FOR ST. SENATE",""
"651","MIKE MORGAN FOR ST. SENATE",""
"758","NEW LEADERSHIP PAC",""
"759","WIN PAC",""
"760","PAT MARTIN FOR STATE SENATE",""
"638","MIKE TYLER FOR STATE REP.",""
"645","OKLAHOMA DEMOCRATIC PARY",""
"362","BANCFIRST",""
"363","BANCFIRST",""
"364","BANCFIRST",""
"474","STATE SENATE DEMOCRATS",""
"475","OKLAHOMA HOUSE PAC",""
"476","OK ST REPUBLICAN SENATE COMMITTEE",""
"477","HOUSE REPUBLICAN PAC",""
"8972","BANCFIRST",""
"12632","BANCFIRST",""
"27392","BANCFIRST",""
"10872","BANCFIRST",""
"6102","BANCFIRST",""
"33295","BANCFIRST",""
"35092","BANCFIRST",""
"38207","BANCFIRST",""
"38931","BANCFIRST",""
"40311","BANCFIRST",""
"43011","BANCFIRST",""
"26374","OKLA COMM HEALTHCARE ALLIANCE",""
"43451","TRIAD GOOD GOVERNMENT FUND",""
"39772","66 FEDERAL CREDIT UNION",""
"39773","66 FEDERAL CREDIT UNION",""
"39774","66 FEDERAL CREDIT UNION",""
"39775","BANK OF OKLAHOMA",""
"41411","BANK OF OKLAHOMA",""
"41412","66 FEDERAL CREDIT UNION",""
"41413","BANK OF OKLAHOMA",""
"41414","66 FEDERAL CREDIT UNION",""
"41415","66 FEDERAL CREDIT UNION",""
"41416","BANK OF OKLAHOMA",""
"41417","ARVEST BANK SAVINGS",""
"41418","ARVEST BANK SAVINGS",""
"41419","ARVEST BANK SAVINGS",""
"43693","ARVEST BANK",""
"43694","66 FEDERAL CREDIT UNION",""
"43695","BANK OF OKLAHOMA",""
"43696","ARVEST BANK",""
"43697","66 FEDERAL CREDIT UNION",""
"43698","BANK OF OKLAHOMA",""
"43699","ARVEST BANK",""
"43700","66 FEDERAL CREDIT UNION",""
"43701","BANK OF OKLAHOMA",""
"7203","OKC FIRE PAC",""
"6581","WORLD ACCEPTANCE CORP. PAC","Consumer Finance"
"7922","FRATERNAL ORDER OF POLICE CU",""
"6745","FRATERNAL ORDER OF POLICE CREDIT UNI",""
"9295","BANK ONE, NA",""
"4838","OK HOUSE PAC",""
"4839","REPUBLICAN HOUSE PAC",""
"5671","MUSTANG EDUCATION ASSOCIATION",""
"5674","PLEASANT GROVE PUBLIC SCHOOLS",""
"5682","HOUSE GOP PAC",""
"5683","WIN PAC",""
"5545","STILLWATER PAC",""
"5546","MORRIS ACT PAC/SHELLEY HURD","Morris ACT"
"5480","NEA FUND FOR CHILDREN AND POLITICAL",""
"5484","WIN-PAC","Larry Adair"
"5531","OKLAHOMA DEMOCRATIC PARTY",""
"9432","OTTAWA COUNTY FARMERS UNION","INSURANCE"
"5027","SAPULPA EPAC","Sapulpa EPAC"
"24159","AM LEGISLATIVE EXCHANGE COUNCIL",""
"6168","USTEAM PAC","PAC"
"6169","OKLAHOMA MEDICAL PAC","PAC"
"6171","OKLAHOMA AGC PAC","PAC"
"6172","OKLAHOMA MALT PAC","PAC"
"6173","FEAPAC OF OKLAHOMA","PAC"
"6174","CPA PAC","PAC"
"6176","OK OSTEOPATHIC PAC","PAC"
"6179","OG&E ENERGY CORP EE'S PAC","PAC"
"6180","C-PAC","PAC"
"6181","UNION PACIFIC CORP. FUND","PAC"
"6182","ARVEST PAC","PAC"
"6184","DUKE ENERGY CORP. PAC","PAC"
"6185","OK PHILLIPS PETROLEUM PAC","PAC"
"6186","ANADARKO PETROLEUM PAC","PAC"
"6187","OK COURT REPORTERS PAC","PAC"
"6188","OKAIFA PAC","PAC"
"6189","ENERGY FOR OKLAHOMANS PAC","PAC"
"6193","CENTER FOR LEGIS EXCELLENCE PAC","PAC"
"6194","PSO PAC","PAC"
"6195","OK SOCIETY OF CPA'S PAC","PAC"
"6196","OKIE PAC","PAC"
"6197","THE GLAXOSMITHKLINE PAC","PAC"
"6198","ORA-PAC","PAC"
"6200","CONOCO, INC. PAC","PAC"
"6201","VALOR TEXAS TELPAC","PAC"
"6204","NFIB PAC","PAC"
"6205","OK FARM POLITICAL ACTION COMMITTEE","PAC"
"28093","SECURITY BANK, N.A.",""
"28094","SECURITY BANK, N.A.",""
"28095","SECURITY BANK, N.A.",""
"9754","AM LEGISLATIVE EXCHANGE COUNCIL",""
"7202","SECURITY BANK",""
"6123","SWB OK EMPAC","PAC"
"6125","SUNPAC - OKLAHOMA","PAC"
"6137","PHILIP MORRIS - OK PAC","PAC"
"6147","OKIE TIPAC","PAC"
"6149","O W M A PAC","PAC"
"6150","REALTORS PAC OF OKLAHOMA","PAC"
"6152","OK PHYSICAL THERAPY ASSOC.","PAC"
"6153","OK FOR BETTER HOUSING PAC","PAC"
"6156","BLUE CROSS EMPLOYEES' PAC","PAC"
"6163","OK ASSOC OF INS AGENTS PAC","PAC"
"6166","OKLAHOMA OPTOMETRIC, PAC","PAC"
"24644","SECURITY BANK",""
"24645","SECURITY BANK",""
"24646","SECURITY BANK",""
"34533","AMER LEGISLATIVE EXCHANGE COUNCIL",""
"35146","SECURITY BANK",""
"35147","SECURITY BANK",""
"35148","SECURITY BANK",""
"38374","SECURITY BANK",""
"38375","SECURITY BANK",""
"38376","SECURITY BANK",""
"39511","A.L.E.C.",""
"39513","SECURITY BANK",""
"39514","SECURITY BANK",""
"39515","SECURITY BANK",""
"40632","SECURITY BANK",""
"40633","SECURITY BANK",""
"40634","SECURITY BANK",""
"43452","SECURITY BANK",""
"43453","SECURITY BANK",""
"43454","SECURITY BANK",""
"43455","SECURITY BANK",""
"8171","FRIED","Fried And Assoc."
"8066","LEGAL","Ok. Trial Lawyers Assoc."
"8151","CHOCTAW NATION",""
"7999","CHARLES PAGE COMMUNITY ACTION GR.","Self"
"28528","OKIE TIPAC","Abstracts"
"25227","OKLAHOMA ASSOC OF DEFENSE COUNCIL",""
"25232","OKLAHOMA CREDIT UNION PAC",""
"25237","AMENDED RETURN CONTRIBUTIONS",""
"25238","AMENDED RETURN CONTRIBUTIONS",""
"36176","AMERICAN LEGISLATIVE EXCHANGE COUNCI",""
"36242","H.O.U.N.D.","PAC"
"38542","WOLF MAILING & MARKETING",""
"41395","THE CHICKASAW NATION","Tribal"
"31168","TAHLEQUAH MINI STORAGE","Mini Storage"
"31173","MUTZIG JEWELERS, INC.","Jewelry Store"
"31179","J.F. ENTERPRISES",""
"31192","OK ASSOC OF INS & FIN ADVISORS","Political Action Committee"
"34092","HULBERT AREA PROGRAM FOR SENIORS","Community Center"
"34093","HULBERT AREA PROGRAM FOR SENIORS","Community Center"
"34140","BOLIN RANCH & REAL ESTATE","Real Estate"
"40591","AES SHADY POINT, LLC","Electric Producer"
"30222","NAIFA PAC",""
"30223","NAIFA PAC",""
"30232","NAIFA PAC",""
"30233","NAIFA PAC",""
"30234","NAIFA PAC",""
"30235","NAIFA PAC",""
"30217","NAIFA PAC",""
"30219","NAIFA PAC",""
"25412","NAIFA PAC","NAIFA"
"25413","NAIFA PAC","NAIFA"
"36723","NAIFA PAC","Trade Association"
"36724","NAIFA PAC","Trade Association"
"36725","NAIFA PAC","Trade Association"
"36726","NAIFA PAC","Trade Association"
"36727","NAIFA PAC","Trade Association"
"36728","NAIFA PAC","Trade Association"
"36729","NAIFA PAC","Trade Association"
"36730","NAIFA PAC","Trade Association"
"38671","NAIFA PAC","Trade Association"
"38672","NAIFA PAC","Trade Association"
"38673","NAIFA PAC","Trade Association"
"38674","NAIFA PAC","Trade Association"
"41651","NAIFA PAC","Trade Association"
"41652","NAIFA PAC","Trade Association"
"41653","NAIFA PAC","Trade Association"
"41691","NAIFA PAC","Trade Association"
"41692","NAIFA PAC","Trade Association"
"41693","NAIFA PAC","Trade Association"
"41694","OKAIFA","Trade Association"
"41695","OKAIFA","Trade Association"
"41696","NAIFA PAC","Trade Association"
"43731","REPUBLICAN LEADERSHIP FUND","State PAC"
"33958","BANCFIRST",""
"36114","BANCFIRST",""
"38551","BANCFIRST",""
"39431","BANCFIRST",""
"40511","BANC FIRST",""
"43174","BANCFIRST",""
"43175","BANCFIRST",""
"27412","INT'L ASSOCIATION OF FIRE FIGHTERS","Union"
"26595","COOPERATIVE COUNCIL OKLA SCHOOL ADM",""
"26596","COOPERATIVE COTTON OF OKLA","AGRIC"
"26597","CHICKASAW NATION",""
"26598","CHOCTAW NATION",""
"26599","CHOCTAW NATION",""
"33932","STATE OF OKLAHOMA",""
"40755","CHOCTAW NATION","CHOCTAW NATION"
"40756","CHICKASAW NATION","CHICKASAW NATION"
"40757","COTTON ELEC","COTTON ELEC"
"40759","SW FED CREDIT UNION","CREDITUNION"
"33774","ALPHA TECHNOLOGIES GROUP, LLC","Telecom"
"33775","NORMAN SENIOR CARE LLC","Senior Care"
"40613","IBEW LOCAL UNION 1002",""
"23815","CITIZENS BANK OF ADA",""
"23816","OKLAHOMA R E & T CREDIT UNION",""
"25775","JUST LINERS","retail"
"35280","CHOCTAW NATION OF OKLAHOM","Soverign Nation"
"35281","TEAMSTERS LOCAL 886","Teamsters 886"
"35282","LOCAL 344","Local 344"
"27156","AT&T PAC - CORP.",""
"27158","AT&T PAC",""
"34857","DBACU","Credit Union"
"34858","AT&T PAC - WESTERN REGION EMP FUND","Political contributions."
"35762","DENVER BAR ASSOCIATION CREDIT UNION","Banking"
"33477","FANNING PROCESSING","Fanning Processing"
"33484","S&S CLEANING","House Cleaning"
"38300","CHEROKEE NATION","Cherokee Nation"
"37693","THE TAYLOR GROUP","The Taylor Group"
"35026","STATE OF OKLAHOMA",""
"35732","CHOCTAW NATION OF OKLAHOMA","Choctaw Nation"
"35733","CHOCTAW NATION OF OKLAHOMA","Choctaw Nation"
"36012","OKLAHOMA COUNTY ELECTION BOARD",""
"28489","BETHEL ACTION SHOOTERS","Bethel Action Shooters"
"30098","JOHN'S WHEEL ALIGNMENT","wheel alignment"
"30166","J & J GROCERY","Grocery store"
"30169","JOHN'S WHEEL ALIGNMENT","automotive alignment"
"30173","J&J GROCERY","grocery store"
"30179","JOHN'S WHEEL ALIGNMENT","automotive"
"30097","J& J GROCERY","grocery store"
"34460","STATE OF OKLAHOMA",""
"34461","WALMART",""
"33489","KINKOS",""
"36405","REPUBLICAN SENATE VICTORY PAC","PAC"
"36406","FIRST FREEDOMS FUND PAC","PAC"
"38413","A.H. STRATEGIES",""
"38414","A.H. STRATEGIES",""
"30856","LACY COMMUNITY CENTER",""
"33933","SAX CLUB","Night Entertainmant Facility"
"36837","WESTERN SUN FCU",""
"36838","WESTERN SUN FCU",""
"28584","GRADY COUNTY DEMOCRATIC PARTY","UNKNOWN"
"36523","OKLAHOMA STATE ELECTION BD",""
"5150","TULSA CLASSROOM TEACHERS ASS'N.","Political Action Committee"
"36537","HAMILL TRUCKING","HAMILL TRUCKING"
"36603","METRO FEDERATED DEMOCRATIC WOMENS CL","UNKNOWN"
"34634","TULSA COUNTY DEMOCRATIC PARTY","organizing politics"
"36275","UNKNOWN","Unknown"
"40979","PASS-THE-HAT","None"
"35752","BS ROYALTY, LLC","Oil & Gas"
"35756","DEWN ROYALTY, LLC","Oil & Gas"
"35759","AMAR EXPLORATION, LLC","Oil & Gas"
"40171","BS ROYALTY LLC","O&G Royalty"
"43941","DEWN EXPLORATION, LLC","Oil & Gas"
"41072","STATE OF OKLAHOMA",""
"41073","VARIOUS VENDORS",""
"41095","BANK OF OKLAHOMA",""
"41096","DELUXE BUSINESS SYSTEMS PRODUCTS",""
"42091","FIRST NATIONAL BANK",""
"41771","CAPITAL GROUP,LLC","Capital Group"
"42931","THE CHICKASAW NATION","Indian Tribe"
"42932","UNITED COMMUNITY BANKERS PAC","Banking Activities"
"42992","EDWARD JONES",""
"43711","DEMOCRATIC GOVERNORS ASSOCIATION","Parent to Subsidiary"
"43712","DEMOCRATIC GOVERNORS ASSOCIATION","Parent to Subsidiary"
"45044","Oklahoma Optometric PAC","Political Action Committee"
"45064","Local Union 1002, IBEW","Labor Organization"
"45066","Delta Oil And Gas L.L.C.","Oil And Gas"
"45067","Landplan Consultants, Inc","Landscape Architecture"
"45068","Choices For Foster Care (Jim Meyer)","Foster Care (homebuilder)"
"45107","American Fidelity Corp. PAC","Political Action Committee"
"45108","Eli Lilly And Co. PAC","Pharmaceutical Manufacturing"
"45109","Oklahoma Optometric PAC","Optometry"
"45110","Pacificare Employees PAC","Political Action Committee"
"45111","Wal-Pac","Wal-Mart Stores PAC"
"45132","Choctaw Nation","Choctaw Interests"
"45133","Sooner Strategies","Government Relations"
"45134","Capitol Federal Savings","Savings And Loan"
"45143","OKLAHOMA EDUCATION ASSOCIATION","EDUCATION"
"47863","Arvest Bank","Banking"
"47965","Consumer Finance PAC","PAC"
"48006","Triad Good Government Fund Federal Account","Political Action Committee"
"48549","Bank Of Oklahoma","Bank"
"48588","Test","Test"
"48771","Chickasaw Nation","Tribal Affairs"
"48790","Home National Bank","Bank"
"48801","The Capital Group, L.L.C.","Consulting"
"48847","Booth Drug","Pharmacy"
"49076","Uncashed Checks","PAC"
"49175","Chickasaw Nation"," "
"49270","Apex Energy LLC","Energy"
"49347","CHICKASAW NATION","INDIAN NATION"
"49367","Bank","Bank"
"49368","Pioneer Bank","Bank"
"49386","Fried And Associates","Consultant"
"49391","State Of Oklahoma","Government"
"49395","Pioneer Bank","Bank"
"49414","OKLAHOMA EDUCATION ASSOCIATION","EDUCATION"
"49466","Watts Ranch","Family Ranching Operation"
"49467","Keystone Production","Mineral Production"
"49469","Taylor Management LLC","Ranching & Minerals"
"49471","Histroic Berry Farms LLC","Real Estate Ownership"
"49848","Test","Test"
"49884","Central States Orthopedic Specialists, Inc.","Bone & Joint Doctors"
"49931","Hazelwood Production & Exploration Co. LLC","Oil & Gas Business"
"49932","PETER GILL REVOCABLE TRUST","Oil & Gas Business"
"49934","Plains Marketing LP","Oil & Gas Business"
"49936","PATRICIA O'NEAL LLC","Oil & Gas Business"
"49937","CANTRELL INVESTMENTS LLC","Oil & Gas Business"
"49941","The GHK Company, LLC","Oil & Gas Business"
"50053","Central Oklahoma Stonewall Democrats","Political Awareness Organization"
"50054","5th Congressional District Democrats","Political Awareness & Coordination"
"50055","Metro Federation Of Democratic Women","Political Awareness Organization"
"50063","UNITED PRODUCTION CO. LLC","Oil & Gas Business"
"50065","BINGER OPERATIONS LLC","Oil & Gas Business"
"50083","OEA PAYROLL","EDUCATION"
"50085","OEA MEMBER CONTRIBUTIONS","EDUCATION"
"50517","Friends Of Jeannie McDaniel","Candidate Committee"
"50518","Friends Of Jeannie McDaniel","Candidate Committee"
"50519","Barbara Staggs Re-election Committee","Candidate Committee"
"50538","AMPAC","Political Action Committee"
"50751","Stan's Pawn & Gold","Pawn Shop"
"50752","Lawton Fire Pac","Lobby"
"50761","LAWTON FIREFIGHTERS ASSOCIATION","FIREFIGHTERS ASSOC"
"50864","Citizens Bank Of Oklahoma","Banking Institution"
"51131","Sapulpa Legal News","Legal News Reporting"
"51258","Bank","Banking Institution"
"51342","Beacon Office Equipment, Inc","Retail Office Equipment"
"51399","TOMMY THOMAS CONSULTING","LOBBYIST"
"51449","Oklahoma State Republicans Committee","Republican  Party Head"
"51455","Friends Of Ernest Idtook","Elect Rep. Istook"
"51470","Friends Of  Ernest Istook","Electing Ernest Istook"
"51492","THE CHICKASAW NATION","OPERATIONS OF THE CHICKASAW INDIAN NATION"
"51509","Osage County Republican Party","Campaign Funding"
"51518","The Morey Family Trust","Oil & Gas Business"
"51520","The Oil & Gas Asset Clearinghouse","Oil & Gas Auctioneers"
"51528","Carbon Economy LLC","Oil & Gas Business"
"51531","GARRETT & CO. RESOURCES LLC","Oil & Gas Business"
"51532","JEC OPERATING LLC","Oil & Gas Business"
"51533","Spartan Resources LLC","Oil & Gas Business"
"51555","Coppermark Bank","Financial Institution"
"51763","Georgia Brown Fed Democratic Women","Political Awareness Group"
"51808","OK Gay & Lesbian Political Caucus","Political Awareness Group"
"51821","Oklahoma State Committee","State Republican Committee"
"51822","Oklahoma State Republican Commirree","State Republican Organization"
"51951","Bank Of Oklahoma","Banking"
"51969","BancFirst","Bank"
"51987","Altria Pac","Download To State PAC"
"51992","ALTRIA GROUP, INC. PAC","Download to State PAC"
"52078","Friends Of Daniel Sullivan","Candidate Committee"
"52079","Friends Of Tad Jones","Candidate Committee"
"52239","C-3 Promotions","Promotions"
"52341","Offutt Trucking","Trucking"
"52372","BLUE RIBBON DRILLING LLC","Oil & Gas Business"
"52375","Williford Resources LLC","Oil & Gas Business"
"52697","The Chickasaw Nation","Indian Nation"
"52698","The Choctaw Nation","Indian Nation"
"52807","AMERICANS FOR LIMITED GOVERNMENT INC.","Issue Advocacy"
"52815","National Education Association","Education"
"52880","Town & Country Plbg","Plumbing, Air Conditioning Company"
"52888","Ostrander Consulting","Not Given"
"52893","OKLAHOMA BUSINESS INSURORS","INSURANCE SALES"
"52894","PROFESSIONAL INSURORS","INSURANCE SALES"
"53252","MidFirst Bank","Banking"
"53325","Brian Crain For Senate","Campaign Committee"
"53326","Committee To Re-Elect Rep. John Nance","Returned Transfer To Committee"
"53327","Friends Of Sandy Garrettt For State Superintendent","Campaign Committee"
"53430","Muscogee Creek Nation","Tribal Government"
"53445","Quail Creek Bank, NA","Bank"
"53500","J.C. HUDSON FAMILY TRUST","Family Trust"
"53533","Marco Capital ALP","Investments"
"53537","Town & Country Veterinary Clinic","Veterinary Medicine"
"53543","EDMAN SLYMAN","Owner Freddies BBQ Steak House"
"53561","Surgery Center Of Oklahoma LP","Physicians"
"53631","None","None"
"53677","Oklahoma City Fire PAC, EC #298385","Political Activity"
"53733","Bryan Cty Fed Of Demo Women","PAC"
"53734","Logan Cty League Of Demo Women","PAC"
"53735","Metro Fed Demo Women's Club","PAC"
"53830","LAWTON FIREFIGHTERS","FIREFIGHTERS ASSOC"
"53902","CHESAPEAKE","Oil & Gas"
"53925","Boren For Congress","Federal Candidate Committee"
"53926","Larry Gooch Campaign Acct","Candidate Committee"
"53928","Jackson Cty Demo Women's Club","Polibical Action Committee"
"53930","Jim Roth For Cty Commissioner","Candidate Committee"
"54075","AMI SHAFFER FOR SENATE 2006","2006 CANDIDATE COMMITTEE"
"54082","ARVEST BANK","BANK"
"54089","REPUBLICAN STATE HOUSE COMMITTEE","STATE PAC"
"54173","The Chickasaw Nation","Indian Tribe"
"54176","Arvest Bank","Banking"
"54221","BancFirst","Bank"
"54558","Chickasaw Nation","Tribe"
"54853","Keetoowah Tribe","Indian Tribe"
"54915","Muskogee Creek Nation","Indian Nation"
"55038","Pott County Young Republican","Ballot Measure Committee"
"55083","Centerpoint Energy, Inc. PAC","PAC"
"55085","New Leadership Fund","PAC"
"55181","THE AMERICAN ELECTRIC POWER COMMITTEE FOR RESPONSIBLE GOVERNMENT","POLITICAL ACTION COMMITTEE"
"55196","American Airlines","Airlines"
"55221","Tronox Inc. PAC Federal Acct.","Support Political Candidates In Federal Elections"
"55259","$50 Or Less Receipts","None"
"55261","Friends Of Senator Jonathan Nichols 2004","Senator - State Of Oklahoma"
"55343","Baron Fork Ranch","Ranch"
"55357","Sooner Strategies LLC","Business"
"55358","The Chickasaw Nation","Tribal Government"
"55449","Lee Consulting, LLC","Lobbyist"
"55472","Cash Amer. Int'l, Inc. PAC","Pawn Shops"
"55473","Hewlett-Packard","Computers"
"55474","Office Depot","Office Equipment"
"55475","$50 Or Less Receipts","None"
"55480","Rice Cash Investment","Retired"
"55484","Rod Crew Ins.","Ins. Agency"
"55490","Owasso - F.O.P.","Police"
"56249","TILLMAN COUNTY COOP","FARM COOP"
"56255","Oklahoma Optometric Political Action Committee","Optometry"
"56338","David And Davis Holdings, LLC","Real Estate"
"56412","VOID CHECK","VOIDED CHECK"
"56413","SOUTHWEST OKLAHOMA FEDERAL CREDIT UNION","BANK"
"56711","Air Photo","Photography"
"56729","OK WINGS LLC","RESTAURANT"
"56742","THE CAPITAL GROUP, LLC","CONSULTING"
"56744","MCSPADDEN & ASSOCIATES, LLC","CONSULTING"
"56745","SOONER STRATEGIES, LLC","CONSULTING"
"56753","JIM DUNLAP CONSULTANTS, LLC","CONSULTING"
"56775","TOTAL GOVERNMENT SOLUTIONS, LLC","CONSULTING"
"56858","Dewn Royalty LLC","Oil & Gas Royalty"
"56861","Rockn S Ranch LLC","Equine"
"56862","Paschall Land Management LLC","Land Management"
"56880","BANK OF OKLAHOMA","Banking Institution"
"56889","Okla House PAC","PAC"
"56948","THE CHICKASAW NATION","Native American Tribe Assoc."
"56971","Bancfirst Corp. PAC","Bank PAC"
"56972","OLTA [Oklahoma Land Title Association]","Land Title Association"
"56981","Choctaw Nation Of OK","Choctaw Indians"
"56983","Green Country Trophy","Trophy Products"
"57085","Lee Consulting LLC","Consulting"
"57097","Indeginous Democratic Network","Affiliated Political Committee"
"57172","United States Shooting Academy","Firearms"
"57185","Choctaw Nation Of OK","Tribe"
"57187","The First State Bank","Bank"
"57191","The Chickasaw Nation","Tribe"
"57194","Stillwater National Bank And Trust","Bank"
"57213","The Capitol Group","Consulting Firm"
"57220","$50 Or Less In-Kind Contributions","None"
"57231","Interest","Bank"
"57261","Miami Tribe Of Oklahoma","Native American Tribe"
"57276","Choctaw Nation","Tribe"
"57277","Chickasaw Nation","Tribe"
"57367","Noble County Republican Women","Republican Committee"
"57625","A & L Services","Brayfest Fundraiser"
"57626","R. Jones Jewelry And Antiques","Breyfest Fundraiser"
"57754","Mark's Best Western","Hotel"
"57796","DRIVE Political Fund, Chap 886","Labor Union"
"57797","Garfield Co Dem Women's Assn","Democratic Women's Club"
"57919","K101","Radio Station"
"57967","LIVE OAK ENERGY, LLC","Oil Production"
"57987","CHICKASAW NATION","TRIBAL GOVERNMENT"
"58082","City Of Stillwater","Deposit Refund On Community Center Room Rental"
"58088","Singer Oil Co., LLC","Oil & Gas Business"
"58090","University Of Central Oklahoma","University"
"58094","Hiett For The House 2004","Political"
