REP_NUM,AFFILIATION_ID,NAME,STREET,CITY,STATE,ZIP,
"20685","67","Oklahoma Osteopathic Assn","4848 N Lincoln Blvd","Oklahoma City","OK","73105"
"22413","68","Okla Restaurant  & Hotel & Tourism Assn Members","3800 N Portland ","Oklahoma City ","OK","73112"
"20863","69","Okla Society Of Anesthesiologists","PO Box 4087","Edmond","OK","73083"
"20864","70","Okla State AFL-CIO","501 NE 27th St","Oklahoma City","OK","73105"
"22235","71","Okla State Bldg And Construction Trades Council","5350 S Western Ave Ste 217","Oklahoma City ","OK","73109"
"21340","72","State Chamber Of Oklahoma","330 NE 10th St","Oklahoma City","OK","73104"
"22524","73","Okla State Council of Machinists PAF","","","",""
"25786","74","Thoroughbred Owners & Breeders","","","",""
"20865","75","Oklahoma Trucking Association","3909 N Lindsay Ave","Oklahoma City","OK","73105"
"21751","76","Oklahoma Veterinary Medical Assn","PO Box 14521","Oklahoma City","OK","73113"
"22241","77","Pfizer Inc","235 E 42nd St","New York","NY","10017"
"21175","78","Oklahoma Assn of Realtors","9807 N Broadway","Oklahoma City","OK","73114"
"23966","79","International Association Of Fire Fighters","1750 New York Avenue, NW","Washington","DC","20006"
"6494","96","Colonial Life & Accident Ins Co.","1200 Colonial Life Blvd","Columbia","SC","29202"
"21308","97","International Brotherhood Of Teamsters","25 Louisiana Ave NW","Washington","DC","20001"
"30385","98","Demo Governors' Association","1401 K St NW Ste 200","Washington","DC","20005"
"21092","100","Devon Energy Corp","20 N Broadway","Oklahoma City","OK","73102"
"6530","101","Ford Motor Company","The American Road","Dearborn","MI","48121"
"22032","102","Florida Power & Light Co","700 Universe Blvd","Juno Beach","FL","33408"
"22394","103","Automobile Industry","","","",""
"21719","105","Masters, Mates & Pilots","700 Maritime Blvd Suite B","Linthicum Heights","MD","21090"
"21315","106","Golden Rule Financial Corp","7440 Woodland Dr","Indianapolis","IN","46278"
"23625","107","Okla Democratic Party","Not Given","Not Given","OK","73000"
"23284","108","Oklahoma Republican Party","4031 N Lincoln Blvd","Oklahoma City","OK","73105"
"21720","109","Merck & Co Inc","One Merck Dr","Whitehouse Station","NJ","08889"
"23025","110","MetLife, Inc","One Madison Ave","New York","NY","10010"
"22060","111","Heartland Community Bankers Assn","700 S Kansas Ave Ste 512","Topeda","KS","66603"
"6569","112","Hillcrest Healthcare Systems","110 W 7th St Ste 2720","Tulsa","OK","74119-1120"
"22061","113","Holcim (US) Inc","201 Jones Rd","Waltham","MA","02451"
"22528","114","HSBC North America","26525 N Riverwoods Blvd","Mettawa","IL","60045"
"22126","115","Oklahoma Association For Justice","323 NE 27th St","Oklahoma City","OK","73105"
"22244","116","Okla Propane Gas Assn","","","",""
"20676","117","OCFCE/COPE AFT 4574","2915 N CLassen Blvd Ste 220","Oklahoma City","OK","73106"
"21343","118","People's Electric Cooperative","1600 N Country Club","Ada","OK","74820"
"22398","119","Oklahoma Academy Of Ophthamology","401 W. 15th St., Ste, 825","Austin","TX","78701"
"22708","120","Pacificare Health Systems","5995 Plaza Dr CY20-536","Cypress","CA","90630"
"21951","121","Altria Group Inc","120 Park Ave","New York","NY","10017"
"21134","123","Legal","","","",""
"31369","124","Same as above.","","","",""
"20839","125","OG&E Energy Corp","PO Box 321","Oklahoma City","OK","73101-0321"
"22399","126","OAHCP PAC","200 NW 28th St","OKlahoma City","OK","73105"
"22202","127","Oklahoma Assn of Nurse Anesthetist","PO Box 6616","Norman","OK","73070"
"21369","128","Oklahoma Bankers Assn","643 NE 41st St","Oklahoma City","OK","73105"
"27105","129","Business Legislation","","","",""
"24678","130","Oklahoma City Business Policy Issues","","","",""
"22885","131","Oklahoma City Retired Firefighters Association","3116 SW 125th St","Oklahoma City","OK","73170"
"20861","132","Oklahoma  Automobile Dealers Association","101 N.E. 26th Street","Oklahoma City","OK","73105"
"21337","133","Credit Union Association Of Oklahoma","631 E. Hill Street","Oklahoma City","OK","73105"
"21121","134","Okla Federation of Teachers","","","",""
"22411","136","Okla Municipal Contracts Assn","PO BOx 891797","Oklahoma City ","OK","73189"
"21338","137","Oklahoma Nurses Assoc","6414 N Santa Fe Ste A","Oklahoma City","OK","73116"
"22768","138","Okla Petroleum Marketers Assn","6420 N Santa Fe Suite B","Oklahoma City","OK","73116"
"24745","139","Oklahoma Pork Council","One North Hudson Ste 480","Oklahoma City","OK","73102"
"22412","140","Okla Quarter Horse Racing Assn","PO Box 2907","Edmond","OK","73083"
"20895","141","Okla Rural Water Assn","PO Box 95349","Oklahoma City","OK","73143"
"22232","142","Sheet Metal Workers International Assn","3800 NW 36th Street","Oklahoma City","OK","73112"
"27544","143","Voters","","","OK",""
"20686","144","Oklahoma Wholesale Marketers","PO Box 722220","Norman","OK","73070"
"23604","80","Okla Grain & Feed Assn, Okla Agribusiness Retailers Assn, Okla Seed Trade Assn","2309 N 10th St Ste E","Enid","OK","73701"
"20832","81","AIr Products And Chemicals, Inc.","7201 Hamilton Blvd","Allentown","PA","18195"
"21084","82","American Electric Power","1 Riverside Plaza","Columbus","OH","43215"
"21776","83","American Fidelity Corp","PO Box 25523","Oklahoma City","OK","73125-0523"
"22339","84","APAC - Central, Inc","4150 S 100th E Ave Cherokee Bldg Ste 300","Tulsa","OK","74146"
"26624","85","Sanofi US Services, Inc.","55 Corporate Drive","Bridgewater","NJ","08807"
"21300","86","BOK Financial Corp PAC","PO Box 24128","Oklahoma City","OK","73124"
"20884","87","Health Care Service Corporation (HCSC)","3401 NW 63rd St","Oklahoma City","OK","73116"
"31624","88","BNSF Railway Company","PO Box 961039","Fort Worth","TX","76161-0039"
"21869","89","ConocoPhillips - Connected Org ConocoPhillips Spirit PAC - Affiliated Cmte","600 N Dairy Ashford","Houston","TX","77079"
"6476","90","CASC","1507 S McKenna","Poteau","OK","74953"
"29345","91","Okla City Business Policy Issues","PO Box 2313","Oklahoma City","OK","73101"
"21706","92","Energy For Oklahomans, Inc","PO Box 54617","Oklahoma City","OK","73154"
"21968","94","Cingular Wireless LLC","5565 Glenridge Connector Ste 1700","Atlanta","GA","30342"
"21176","24","Security Finance Corporation Of Spartanburg And Affiliates","PO Box 811","Spartanburg","SC","29304"
"23644","25","Verizon","771 Parkway Ave","Ewing","NJ","08618"
"21334","27","Monsanto Company","800 N Lindbergh Blvd","St Louis","MO","63167"
"20666","28","American Council Of Engineering Companies Of Oklahoma","201 NE 27th St Ste 135","Oklahoma City","OK","73105"
"25165","536","LNB","  ","Elgin","OK","73538"
"20569","29","Valero Energy Corporation","PO BOX 696000","San Antonio","TX","78269-6000"
"29304","30","Microsoft Corporation","One Microsoft Way","Redmond","WA","98052"
"22338","31","Assoc Builders & Contractors of Ok","1915 N Yellowood Ave","Broken Arrow","OK","74012"
"21864","32","AES Corp","4300 Wilson Blvd","Arlington","VA","22203"
"21865","33","Labor Union","1625 L Street NW","Washingtn","DC","20036"
"20835","34","Bank Of Cushing","PO Box 951","Cushing","OK","74023-0951"
"22644","35","NAIFA - Oklahoma, Inc","4334 NW Expressway Ste 237","Oklahoma City","OK","73116"
"23907","36","American Medical Security Group Inc","","","",""
"20833","37","Bank of America Corp","100 N Tryon St","Charlotte","NC","28255"
"20834","38","Texas Cattle Feeders Association","5501 I-40 West","Amarillo ","TX","79106"
"22346","39","Business Professionals","","","",""
"32104","40","CenterPoint Energy Inc","PO Box 4567","Houston","TX","77210-4567"
"21352","1","Weyerhaeuser Company","PO Box 9777, CH EC22A9","Federal Way","WA","98063-9777"
"20604","2","World Acceptance Corporation","PO Box 6429","Greenville","SC","29606"
"22326","3","United Transportation Union","24950 Country Club Blvd, Ste 340","North Olmsted","OH","44070"
"31864","4","Oklahoma Farm Bureau","2501 N Stiles Ave","Oklahoma City","OK","73105"
"22219","5","Oklahoma Optometric Assn","4850 N Lincoln Blvd #A","Oklahoma City","OK","73105"
"29945","6","FOP 123 Lodge","1624 S Agnew","Oklahoma City","OK","73108"
"21354","7","Oklahoma Pharmacists Assn","PO Box 18731","Oklahoma City","OK","73154"
"12435","8","American Fidelity Corporation","PO Box 25523","Oklahoma City","OK","73125-0523"
"22774","9","BancFirst","PO Box 26788","Oklahoma City","OK","73126-0788"
"20896","10","Okla Society of CPAs","1900 NW Expwy Ste 910","Oklahoma City","OK","73118"
"20672","11","KAMO Electrical Cooperative Inc","PO Box 577","Vinita","OK","74301"
"20677","12","Oklahoma Hospital Association","4000 Lincoln Blvd","Oklahoma City","OK","73105"
"28267","13","Oklahoma Association Of Mortgage Brokers","PO Box 890264","Oklahoma City","OK","73189"
"6209","14","physicians","physician spouses","Res. & M. Students","","staff"
"22210","17","Okla Dental Hygienists' Assn","","","",""
"6930","18","Arvest Bank Group Inc","PO Box 799","Lowell","AR","72745"
"21360","19","Republican Party","2415 Diffee Drive","Tahlequah","OK","74464"
"21110","20","OKC Firefighters Assn","157 NW 6th St","Oklahoma City","OK","73102"
"21305","21","Okla Consumer Finance Assn","105 N E 27th","Oklahoma City","OK","73105"
"21289","22","Fraternal Order Of Police Tulsa Lodge #93","PO Box 2473","Tulsa","OK","74101"
"28924","23","Roche Inc.","340 Kingsland Street","Nutley","NJ","07110"
"37731","409","Oklahoma Republican Party","4301 N Lincoln Blvd","Oklahoma City","OK","73105"
"40234","434","Oklahoma Physical Therapy Association","PO Box 5354","Edmond","OK","73083"
"40338","25","Verizon","771 Parkway Ave","Ewing","NJ","08618"
"40377","435","Community Bank","100 S Main","Bristow","OK","73000"
"22028","198","EDS","1331 Penn Ave NW #1300N","Washington","DC","20004"
"21765","199","Thoroughbred Racing Assn Of Okla","One Remington Place","Oklahoma City","OK","73111-7101"
"8328","200","AIA Oklahoma","6301 Waterford Blvd., Ste. 105","Oklahoma City","OK","73118"
"8329","201","Education","","","",""
"22076","202","Animal Welfare","","","",""
"29347","203","Oklahoma City Business Policy Issues","PO Box 2308","Oklahoma City","OK","73101"
"10076","204","Teamsters Local 516","1212 East Okmulgee","Muskogee","OK","74403"
"28544","205","Koch Industries Inc.","4111 East 37th St North","Wichita","KS","67220"
"21705","206","Arvest Bank Group Inc","125 W Central Ste 218","Bentonville","AR","72712"
"21484","207","CARE, Inc.","200 NE  28th St 2nd Fl","Oklahoma City","OK","73105"
"10088","208","National Fed of Repub Women","","","",""
"10371","209","International Animal Sports' Union","P.O. Box 27","Tecumseh","OK","74873"
"35344","307","Oklahoma Federation Of Republican Women","9728 Smoking Oak","Edmond","OK","73025-1471"
"35401","231","Community Bankers Assn Of Oklahoma","4101 Perimeter Center Dr, Suite 107","Oklahoma City","OK","73112"
"35412","43","Anadarko Petroleum Corp","1201 Lake Robbins Dr","The Woodlands","TX","77380-1160"
"35413","177","WOKA PAC","P.O. Box 57568","Oklahoma City","OK","73157"
"35431","308","Cerner Corp ","2800 Rockcreek Parkway","Kansas City ","MO","64117"
"35437","309","Citizens Concerned With The Accountability For Oklahoma's Education Tax Dollars & First Class Education, Inc, ","301 E Main St","Union","MO","63084"
"37985","417","Concerned Citizens","PO Box 19863","Oklahoma City","OK","73144"
"40424","430","Various Supporters","PO Box 22","Oklahoma City","OK","73101"
"40425","436","Medco Health Solutions, Inc & Express Scripts Inc.","One Express Way","Saint Louis","MO","63121"
"40441","437","National Livestock Credit Adj","2501 Exchange Ave.","Oklahoma City","OK","73108"
"40496","37","Bank of America Corp","100 N Tryon St","Charlotte","NC","28255"
"38021","412","Bank Of Commerce","24 West Division","Stilwell","OK","74960"
"38040","119","Oklahoma Academy Of Ophthamology","401 W. 15th St., Ste, 825","Austin","TX","78701"
"38051","151","OK State Republican Committee","4031 N Lincoln Blvd ","Oklahoma City ","OK","73105"
"38165","413","TTCU - Mastercard","PO Box 4999","Tulsa","OK","74159"
"40576","439","Devon Energy Corporation","20 N Broadway","Oklahoma City","OK","73102"
"40588","296","Ideological Interests ","1133 15th St NW #350","Washington","DC","20005"
"40589","436","Medco Health Solutions, Inc & Express Scripts Inc.","One Express Way","Saint Louis","MO","63121"
"40591","193","Pontotoc County Democrat Central Committee","16365 CR 1562","Ada","OK","74820"
"40659","440","PepsiCo, Inc.","700 Anderson Hill Rd","Purchase","NY","10577"
"35607","310","3M Company","3M Center","St. Paul","MN","55144-1000"
"35613","311","","","","OK",""
"35614","309","Citizens Concerned With The Accountability For Oklahoma's Education Tax Dollars & First Class Education, Inc, ","301 E Main St","Union","MO","63084"
"35616","309","Citizens Concerned With The Accountability For Oklahoma's Education Tax Dollars & First Class Education, Inc, ","301 E Main St","Union","MO","63084"
"35640","312","DFA, Working Families Of Oklahoma","2239 NW 55th St","Oklahoma City ","OK","73112"
"35647","313","Jacobs Engineering Group Inc.","PO Box 7084","Pasadena","CA","91109-7084"
"35650","268","Lincoln County Republican Party","840462 S 3520 Rd","Stroud","OK","74079"
"35651","24","Security Finance Corporation Of Spartanburg And Affiliates","PO Box 811","Spartanburg","SC","29304"
"35652","24","Security Finance Corporation Of Spartanburg And Affiliates","PO Box 811","Spartanburg","SC","29304"
"35653","314","Duncan Firefighters Association","PO Box 369","Duncan","OK","73534"
"35654","315","Persuasive Strategies","228 Robert S Kerr Ste 615","Oklahoma City","OK","73102"
"35655","316","Torchmark Corp Political Action Committee","100 Concourse Parkway Suite 350","Hoover","AL","35244"
"35696","386","Arvest Bank","201 N Broadway","Shawnee","OK","74801"
"35710","252","Office And Professional Employees International Union (OPEIU) - Parent","80 Eighth Avenue, Suite 610","New York","NY","10011"
"35711","317","Good Government ","PO BOX 18718","Oklahoma City","OK","73154"
"35713","318","OKPMA","3233 E. Memorial Road, Suite #103","Edmond","OK","73013"
"35714","319","Payne County Democratic Party","P.O. Box 2738","Stillwater","OK","74076"
"35715","78","Oklahoma Assn of Realtors","9807 N Broadway","Oklahoma City","OK","73114"
"35728","238","Citizens Interested In Better Govern","","","OK",""
"35748","320","Legacy Bank","Not Given","Weatherford","OK","73096"
"35759","352","Logan County Republican Party","PO Box 242","Guthrie","OK","73044"
"35760","321","OSAHU","PO Box 12146","Oklahoma City","OK","73157"
"38175","414","Landmark Bank","201 South Dean A McGee Avenue","Wynnewood","OK","73098"
"38179","415","McClain Bank","131 W. Main","Purcell","OK","73080"
"38213","4","Oklahoma Farm Bureau","2501 N Stiles Ave","Oklahoma City","OK","73105"
"38277","40","CenterPoint Energy Inc","PO Box 4567","Houston","TX","77210-4567"
"40675","193","Pontotoc County Democrat Central Committee","16365 CR 1562","Ada","OK","74820"
"40710","438","Test","Test","Test","OK","33333"
"40716","242","United Surgical Partners Internation","15305 Dallas Pkwy","Addison","TX","75001"
"40718","7","Oklahoma Pharmacists Assn","PO Box 18731","Oklahoma City","OK","73154"
"40720","7","Oklahoma Pharmacists Assn","PO Box 18731","Oklahoma City","OK","73154"
"40723","260","FKG","PO Box 54825","Oklahoma City","OK","73154"
"40724","108","Oklahoma Republican Party","4031 N Lincoln Blvd","Oklahoma City","OK","73105"
"40727","257","Highway And Bridge Construction Companies","","","OK"," "
"40729","66","Mfg Hsng Assoc Of OK","6400 S Shields Blvd","Oklahoma City","OK","73149"
"40730","141","Okla Rural Water Assn","PO Box 95349","Oklahoma City","OK","73143"
"40731","75","Oklahoma Trucking Association","3909 N Lindsay Ave","Oklahoma City","OK","73105"
"40736","422","Oklahoma Taxpayers Accountability Coalition","PO Box 2216","Tulsa","OK","74101"
"40737","118","People's Electric Cooperative","1600 N Country Club","Ada","OK","74820"
"40757","442","United Brotherhood Of Carpenters And Joiners","101 Constitution Ave NW 10th Floor West","Washington","DC","20001"
"40763","443","Republican Governors Association","1747 Pennsylvania Ave., NW #250","Washington","DC","20006"
"40778","280","None Given","None","None","OK","73000"
"40779","280","None Given","None","None","OK","73000"
"40789","55","Okla State Republican Party","4031 N Lincoln Blvd","Oklahoma City","OK","73105"
"40790","350","Individuals Of The Democratic Party (registered)","P. O. Box 455","Norman","OK","73070"
"40823","440","PepsiCo, Inc.","700 Anderson Hill Rd","Purchase","NY","10577"
"40827","61","Ok Assn Of Ins Agents","PO Drawer 13490","Oklahoma City","OK","73113"
"40828","445","Associated Anesthesiologists, Inc.","6839 S Canton Ave","Tulsa","OK","74136"
"21094","194","Enterprise Holdings, Inc.","600 Corporate Park Dr","St Louis","MO","63105"
"22415","195","Okla Public Employee Association","13 N.E. 28th St","Oklahoma City","OK","73105"
"21093","197","Dollar Thrifty Automotive Group Inc.","PO Box 35985","Tulsa","OK","74153"
"35786","325","Oklahoma Coal"," "," ","OK"," "
"35779","365","Indigenous Democratic Network","4870 South Lewis, Suite 204","Tulsa","OK","74105"
"35803","326","Committee For The Preservation Of Capitalism","P. O. Box 65314","Washington","DC","20036"
"35807","329","Democratic Legislative Campaign Comm","1401 K St NW #201","Washington","DC","20005"
"35920","89","ConocoPhillips - Connected Org ConocoPhillips Spirit PAC - Affiliated Cmte","600 N Dairy Ashford","Houston","TX","77079"
"35921","350","Individuals Of The Democratic Party (registered)","P. O. Box 455","Norman","OK","73070"
"35923","46","Duke Energy Corp 400 S Tryon St, Charlotte, NC 28201","Cinergy Corp PAC, 139 E Fourth St","Cincinnati","OH","45202"
"35924","351","G.O.P. Senate Committee","3612 NE 140th Terrace Court","Edmond","OK","73013"
"35925","113","Holcim (US) Inc","201 Jones Rd","Waltham","MA","02451"
"35927","181","JP Morgan Chase & Co","270 Park Ave","New York","NY","10017"
"35948","360","E.I.du Pont De Nemours Co Good Govt. Fund","1007 Market St, Rm D-11078","Wilmington","DE","19898"
"35967","215","Independent Finance Institute","PO Box 691250","San Antonio","TX","78269"
"35968","361","American Federation Of State, County And Municipal Employees","1625 L St NW","Washington","DC","20036"
"35984","173","Waste Management","701 Pennsylvania Ave NW Ste 590","Washington","DC","20004"
"38378","416","Republican Chairmen's PAC","529 SW 68","Oklahoma City","OK","73109"
"38379","252","Office And Professional Employees International Union (OPEIU) - Parent","80 Eighth Avenue, Suite 610","New York","NY","10011"
"38381","193","Pontotoc County Democrat Central Committee","16365 CR 1562","Ada","OK","74820"
"38382","179","XTO Energy Inc","810 Houston St #2000","Fort Worth","TX","76102"
"38447","16","Windstream Corporation","4001 Rodney Parham Road","Little Rock","AR","72212"
"38465","10","Okla Society of CPAs","1900 NW Expwy Ste 910","Oklahoma City","OK","73118"
"38475","177","WOKA PAC","P.O. Box 57568","Oklahoma City","OK","73157"
"38510","418","Oklahoma State School Boards Association  NSBA","2801 N Lincoln Blvd Ste 125","Oklahoma City","OK","73105"
"40838","213","Oklahoma Land Title Association","P.O. Box 1544","Oklahoma City","OK","73101"
"40840","200","AIA Oklahoma","6301 Waterford Blvd., Ste. 105","Oklahoma City","OK","73118"
"40841","129","Business Legislation","","","",""
"40861","300","Okla Democratic Party","4100 N Lincoln Blvd","Oklahoma City","OK","73105"
"40862","446","Oklahoma Nursing Homes, Inc.","PO Box 400","Sallisaw","OK","74955"
"40876","170","United Food & Commercial Wokrers Int'l Union","1775 K St NW","Washington","DC","20006"
"40877","450","N/A","N/A","N/A","OK","00000"
"40878","449","Capitol Leadership PAC","P.O. Box 60403","Oklahoma City","OK","73146-0403"
"40880","310","3M Company","3M Center","St. Paul","MN","55144-1000"
"40881","448","Heartland PAC Oklahoma","2813 Virginia Pl","Des Moines","IA","50321"
"40887","424","Voters","2824 Oak Hollow Road","Woodward","OK","73801"
"40888","253","Voters","","","",""
"40889","451","Orthopedic Hospital Of Oklahoma LLC","2408 E 81st St Ste 300","Tulsa","OK","74137"
"40890","452","Orthopedic Hospital Of Oklahoma LLC","2408 E 81st St Ste 300","Tulsa","OK","74137"
"40891","453","Oklahoma Sportsmen For Oklahoma Values PAC","PO Box 561","Oklahoma City","OK","73101"
"40892","454","OK Families For Justice PAC","PO Box 561","Oklahoma City","OK","73101"
"40894","62","Oklahoma Assn Of Youth Services","201 NE 50th St","Oklahoma City","OK","73105"
"40895","460","DAGA","1580 Lincoln, Suite 1125","Denver","CO","80203"
"40907","456","MAXIMUS, Inc","11419 Sunset Hills Rd","Reston","VA","20190"
"40906","455","Labor Union","1625 L Street, NW","Washington","DC","20036"
"40908","88","BNSF Railway Company","PO Box 961039","Fort Worth","TX","76161-0039"
"40918","457","The State Chamber","330 NE 10th St","Oklahoma City","OK","73104"
"40919","458","DOC's PAC","PO Box 4500582","Grove","OK","74344"
"40931","453","Oklahoma Sportsmen For Oklahoma Values PAC","PO Box 561","Oklahoma City","OK","73101"
"40927","450","N/A","N/A","N/A","OK","00000"
"40928","449","Capitol Leadership PAC","P.O. Box 60403","Oklahoma City","OK","73146-0403"
"40932","454","OK Families For Justice PAC","PO Box 561","Oklahoma City","OK","73101"
"40960","84","APAC - Central, Inc","4150 S 100th E Ave Cherokee Bldg Ste 300","Tulsa","OK","74146"
"40961","461","International Game Technology","9295 Prototype Dr","Reno","NV","89521"
"40963","470","Lafarge North America","12950 Worldgate Drive, Suite 500","Herndon","VA","20170"
"36084","306","Oklahomans For Modern Laws ","PO Box 12295","Oklahoma City ","OK","73157"
"36085","193","Pontotoc County Democrat Central Committee","16365 CR 1562","Ada","OK","74820"
"36100","364","Greater Oklahoma PAC","P.O. Box 745","Edmond","OK","73083"
"38570","419","","","","OK",""
"40986","462","The Promise PAC","PO Box 2232","Blanchard","OK","73010"
"40987","463","Next Century Fund","116 S Royal St","Alexandria","VA","22314"
"40999","321","OSAHU","PO Box 12146","Oklahoma City","OK","73157"
"41002","321","OSAHU","PO Box 12146","Oklahoma City","OK","73157"
"41098","465","Professional Firefighters","PO Box 1204","McAlester","OK","74502"
"41100","238","Citizens Interested In Better Govern","","","OK",""
"41101","382","Cash America International, Inc.","1600 W. 7th Street","Fort  Worth","TX","76102-2599"
"34067","9","BancFirst","PO Box 26788","Oklahoma City","OK","73126-0788"
